## Traced by TaniTracer at Sat Nov 11 17:35:47 2023 for 220830-E6_Out.czi
#   total_planes = 9; width = 512; height = 512
#   laplace = 1.800000; min_distance = 1; threshold_abs = 0.014000
#   max_diameter = 10.000000; dup_threshold = 3.000000
#   image_clip_min = 10000.000000; image_clip_max = 12924.857000
## Chased by TaniChaser at Sat Nov 11 17:35:47 2023
#   chase_distance = 3.000000
total_index	plane	index	x	y	diameter	intensity	fit_error	chi_square	distance	life_index	life_total
607	3	911	438.95545972138643	406.2468884885311	4.483475	10669	0.020412322	0.005116364	1.2459392967009841	3	5
607	4	620	438.07567102462053	407.4702695906162	3.3909378	10570	0.0011163343	0.00028056029	1.5068807092454357	4	5
608	0	608	345.2161225527525	243.4512751698494	3.6567454	10905	0.0031026683	0.0008489869	0.0	0	3
608	1	797	344.7825443148613	242.9664548151195	3.9007347	10827	0.020074569	0.0050291694	0.6504159167280985	1	3
608	2	1213	344.9360600709915	242.92164484411478	2.594359	10752	0.007949798	0.0017521203	0.15992192120430823	2	3
609	0	609	253.5523490011692	108.58223128318787	3.5211089	11552	0.090751	0.023886558	0.0	0	1
610	0	610	378.2541105747223	270.71786400675774	2.8836179	10892	0.16088486	0.040640626	0.0	0	4
610	1	784	375.76314052939415	271.3738181889057	3.4699724	10718	0.016199827	0.0040358845	2.5758896823815074	1	4
610	2	1299	375.3176215291023	270.6301839649677	2.7112825	10578	0.040385306	0.008333857	0.8668789065566659	2	4
610	3	1250	374.37914794683456	271.9491527341306	2.999727	10533	0.0076232688	0.0016363582	1.6187684450351638	3	4
611	0	611	168.99024835415184	343.57524585723877	2.6776278	10959	0.034429446	0.008588708	0.0	0	1
612	0	612	508.57794484496117	36.503242790699005	2.7191718	10905	0.06941771	0.016829107	0.0	0	5
612	1	465	507.9529935568571	37.84955759346485	3.252874	10740	0.002781741	0.00075072097	1.4842936571478569	1	5
612	2	879	506.805115044117	37.615862637758255	3.1197133	10576	0.014328764	0.0034731089	1.1714258031703129	2	5
612	3	514	505.8712614774704	39.51523321866989	3.359407	10714	0.07488556	0.019995403	2.116528073891565	3	5
612	4	962	504.1940266788006	40.64031404256821	3.8882608	10408	0.015209194	0.0033754495	2.0196344793483516	4	5
613	0	613	276.85899586975574	419.8848873078823	3.314553	11162	0.012493264	0.0032627326	0.0	0	7
613	1	235	276.84900438785553	418.96357149630785	2.9919775	11410	0.00064131914	0.0001886074	0.921369987772375	1	7
613	2	314	276.4345162808895	419.55349892377853	3.0051737	11316	0.0031142249	0.0008504105	0.7209818031673566	2	7
613	3	489	275.6664328575134	419.72938308119774	2.831219	11250	0.04898404	0.012506822	0.7879640741151764	3	7
613	4	414	275.22336219251156	419.85226652026176	3.212264	11067	0.27905643	0.06971235	0.4597955565046282	4	7
613	5	215	274.296861320734	420.3368329703808	3.159431	11220	0.034181535	0.00937387	1.0455661193752783	5	7
613	6	297	275.2307400852442	418.8713602423668	3.03107	11213	0.17581566	0.0466593	1.7377398721775896	6	7
614	0	614	159.48320817947388	253.30844563245773	3.195209	11652	0.039042458	0.0105538145	0.0	0	1
615	0	615	168.17729133367538	306.90338373184204	3.0106983	10817	0.030602463	0.007828599	0.0	0	2
615	1	1190	168.38357785344124	307.627050280571	3.0653672	10504	0.014380894	0.0031432258	0.7524941208982084	1	2
616	0	616	315.1592794805765	190.339201182127	3.3308234	11152	0.034394577	0.008958764	0.0	0	2
616	1	74	315.1502373665571	191.76405772566795	3.1447766	11734	0.001321312	0.00043411783	1.424885233798644	1	2
617	0	617	155.36062026023865	370.20522966980934	3.3871186	10998	0.027048798	0.006922802	0.0	0	5
617	1	930	156.26557472348213	369.0876660197973	3.3646333	10852	0.004134847	0.0010123847	1.438016374167027	1	5
617	2	1099	156.3047071993351	370.1718186587095	2.6660569	10712	0.004839167	0.0011090627	1.0848586521416843	2	5
617	3	990	153.55088889598846	370.27592623233795	2.6275728	10717	0.77591884	0.17429854	2.755785484164856	3	5
617	4	258	153.29985255002975	373.10784612596035	3.3291454	10970	0.046190478	0.012390375	2.843024715138192	4	5
618	0	618	286.76245525479317	409.85908560454845	3.902035	11451	0.020223241	0.0053889053	0.0	0	3
618	1	538	286.1350352168083	411.14999958872795	3.5921335	11502	0.006611049	0.001838387	1.4353100078432848	1	3
618	2	704	286.6114680171013	412.4750683605671	3.3770506	11421	0.09096615	0.022736901	1.4081177022174998	2	3
619	0	619	322.1810763627291	68.18067961931229	2.689905	11526	0.0587591	0.015010539	0.0	0	1
620	0	620	294.70232781767845	438.3107942342758	2.882898	10898	0.0015908383	0.00039998427	0.0	0	2
620	1	662	294.6170434951782	435.97349602356553	3.1970603	10945	0.0081215985	0.002047681	2.3388536383138288	1	2
621	0	621	212.26147317886353	358.7878362685442	3.3124545	10833	0.0066537224	0.0017655008	0.0	0	5
621	1	612	211.55793383717537	358.93271125108004	3.7177043	10887	0.0025583447	0.0006903885	0.7183010273330839	1	5
621	2	653	211.29824623465538	360.99867253145203	3.6448905	10808	0.03237333	0.008423236	2.082218447449467	2	5
621	3	1002	210.89309077709913	360.5604837536812	3.4007087	10621	0.004750359	0.0011191294	0.596791713876727	3	5
621	4	429	210.20127706229687	361.0708993151784	3.4973273	10761	0.018271325	0.0047240886	0.8597268527893167	4	5
622	0	622	144.81252090632915	332.9475171305239	3.0508287	10984	0.015634257	0.0039872304	0.0	0	4
622	1	355	144.77576857805252	332.87948863208294	2.9152055	11235	0.0026828344	0.0007440082	0.07732147330391494	1	4
622	2	695	144.41812098026276	332.0292494818568	3.2718503	10919	0.012602782	0.0031756477	0.922398187759504	2	4
622	3	508	144.5068097114563	331.7219472825527	3.1172533	10953	0.017194044	0.004428519	0.3198442319909171	3	4
623	0	623	78.49271896481514	328.77497509121895	2.6193814	11071	0.029552465	0.007106851	0.0	0	9
623	1	288	78.9095524251461	328.24960109591484	3.0533862	11295	0.008030407	0.0022561555	0.670647424950909	1	9
623	2	751	79.90098626166582	328.7416761517525	3.0925844	11097	0.27856362	0.06911045	1.1068328296422252	2	9
623	3	427	79.45845675468445	328.6159098446369	3.1959276	11268	0.16357142	0.04392633	0.4600538322355993	3	9
623	4	384	78.696547716856	330.2990839779377	3.1282291	10900	0.043151688	0.010968378	1.8475877637983815	4	9
623	5	331	79.56910046935081	330.26016265153885	3.4165485	10879	0.021999994	0.0058341	0.8734203887790337	5	9
623	6	626	78.76408402621746	329.97859632223845	2.9386227	10805	0.038925137	0.009206303	0.8528370720781198	6	9
623	7	259	77.37999424338341	330.34931939840317	3.1811917	10936	0.00619796	0.001674454	1.4328782663389974	7	9
623	8	835	77.20913691818714	330.4001130759716	3.1492531	10590	0.012906968	0.002943006	0.1782476458586448	8	9
624	0	624	33.643752336502075	471.7177625000477	3.634526	10777	0.00058059394	0.00015548081	0.0	0	9
624	1	402	33.70507773756981	470.38044235110283	3.635307	10867	0.012398337	0.003484693	1.3387255079328275	1	9
624	2	363	33.51961234211922	470.2667329609394	3.4104722	10988	0.008002631	0.0022335974	0.21754824366328893	2	9
624	3	393	32.33585658669472	471.6980093419552	3.5424814	11003	0.015814763	0.0044070063	1.8573717364475666	3	9
624	4	254	32.94191460683942	472.11055259406567	3.6040902	10811	0.0074504307	0.0020544976	0.7331427273345941	4	9
624	5	676	32.580707639455795	471.33721539378166	3.6957805	10568	0.0003299641	8.2785155e-05	0.853534357029391	5	9
624	6	188	32.9542028196156	471.24475844204426	3.8680613	10869	0.03854954	0.011151625	0.38476868054349156	6	9
624	7	410	32.78780448436737	472.5318345427513	4.6079054	10691	0.02042969	0.0053572413	1.297787846677822	7	9
624	8	294	33.18088300526142	471.7620034366846	4.0006213	10751	0.0070908256	0.001968696	0.8643787685130513	8	9
625	0	625	379.92972057312727	395.84509636461735	6.3676734	11554	0.002259429	0.000627899	0.0	0	4
625	1	691	380.5167703926563	398.4729672372341	4.015135	11595	0.04546072	0.011743771	2.6926442048211108	1	4
625	2	520	379.7653656452894	400.037274479866	5.0277863	11747	0.0031158323	0.0008783166	1.7354152943074401	2	4
625	3	825	378.07800437510014	402.04295302182436	3.6004932	11769	0.26945513	0.0668625	2.621055983722381	3	4
626	0	626	343.23830538988113	100.24218438565731	3.596211	11385	0.008815867	0.0023587532	0.0	0	4
626	1	949	341.0678443014622	99.58851876854897	2.8756866	11046	0.03439132	0.007856843	2.2667554070367744	1	4
626	2	989	341.4166676700115	100.342310577631	2.8417356	11075	0.046246015	0.010124687	0.8305900516411661	2	4
626	3	659	341.1098541840911	100.27141034603119	2.8752315	11302	0.054364428	0.013496129	0.31489896472289614	3	4
627	0	627	188.85586985945702	268.5569391846657	3.8286412	11346	0.01036029	0.0027115005	0.0	0	6
627	1	400	191.30515703558922	268.78835013508797	3.106916	11682	0.4054937	0.111295395	2.460194849832225	1	6
627	2	1214	191.21916595101357	269.0460870526731	3.373754	11052	0.06558496	0.014832836	0.27170348785538906	2	6
627	3	595	192.43394529819489	270.82580053806305	2.6992974	11613	0.41295946	0.10237445	2.1547781677975837	3	6
627	4	654	190.56779199838638	272.16625463962555	2.9372814	11084	0.08582428	0.020069033	2.2976826014012226	4	6
627	5	759	190.72705042362213	271.6256285607815	3.077708	11066	0.042751886	0.009751625	0.5635954250478666	5	6
628	0	628	18.33493623137474	412.61524963378906	3.4071505	10742	0.000674602	0.00017721216	0.0	0	1
629	0	629	445.1674166023731	190.11993434280157	3.595597	11293	0.049918745	0.01324388	0.0	0	4
629	1	82	443.32033801078796	190.76417608559132	3.3003786	12068	0.0064274594	0.0020216077	1.9562072350967787	1	4
629	2	404	444.38241070508957	190.5756140947342	3.4699202	11432	0.005425138	0.0015773537	1.0786816177061114	2	4
629	3	836	445.5790622830391	189.8197715729475	2.683832	11181	0.14505513	0.03473758	1.4153702401668433	3	4
630	0	630	306.94485523179173	310.7195254266262	3.249068	10886	0.0010357285	0.0002749703	0.0	0	4
630	1	700	306.70887395739555	311.14749409258366	3.0030272	10968	0.01967376	0.004880218	0.4887170356218881	1	4
630	2	917	306.42274037003517	310.96460950374603	3.3052185	10908	0.0049859593	0.0012076506	0.33958681165502885	2	4
630	3	1054	305.26779341697693	311.21928580105305	2.8781738	10860	0.008688065	0.002033162	1.182692893691566	3	4
631	0	631	280.36992105841637	375.2038121819496	2.7578902	11940	0.037549708	0.00927832	0.0	0	4
631	1	313	279.81882107257843	376.0168267916888	3.1234791	12239	0.035190947	0.010088463	0.9821934381983684	1	4
631	2	189	278.3786695897579	376.41799280047417	3.5558856	12073	0.03272424	0.009923239	1.4949817591110928	2	4
631	3	234	278.60680961608887	376.9745313357562	3.756241	12484	0.018124104	0.0056357235	0.6014840088216287	3	4
632	0	632	291.96795949339867	366.9613405764103	3.235438	11109	0.068681836	0.017578492	0.0	0	8
632	1	1010	291.9079919308424	365.5712602734566	2.5366163	10918	0.030202288	0.006604527	1.3913731912103402	1	8
632	2	1096	291.64284309744835	366.436824798584	2.47525	10852	0.11658554	0.024717914	0.9052656245595909	2	8
632	3	903	291.43171882629395	367.21513244509697	2.5745795	10958	0.15338838	0.034961876	0.8064342815698377	3	8
632	4	643	291.3046971857548	369.7276442050934	2.5586696	10985	0.014263703	0.0032628907	2.5157205411741463	4	8
632	5	267	291.3868092596531	370.06625255197287	2.6352055	11324	0.17569597	0.044174742	0.348422165277036	5	8
632	6	614	291.72862899303436	370.3226390182972	2.526638	10994	0.02397542	0.0056091817	0.4272876668511741	6	8
632	7	626	290.5958905518055	371.0915147140622	2.556143	11016	0.0394218	0.009323491	1.3690384259675634	7	8
633	0	633	203.23270608484745	273.74700090289116	3.5968213	11655	0.013648463	0.003696782	0.0	0	2
633	1	543	202.48708775639534	276.2894734740257	2.617468	11720	0.1278422	0.031326093	2.6495496724340413	1	2
634	0	634	94.00042702059727	478.04311744868755	3.4849741	10781	0.033863984	0.00889384	0.0	0	9
634	1	1009	93.58461847901344	477.6728019416332	3.632567	10619	0.024447642	0.005783082	0.5568036620021237	1	9
634	2	621	92.61212867498398	478.9026252105832	3.0319157	10882	0.012726208	0.0032337343	1.5678653296096878	2	9
634	3	594	93.08169810473919	479.3257613182068	3.6340318	10816	0.005022049	0.00134499	0.6320914608942803	3	9
634	4	295	92.58015775680542	479.93151666224	3.7164185	10786	0.00048206645	0.0001329906	0.7864364293637196	4	9
634	5	103	91.84025125205517	480.3972487449646	3.7941015	11131	0.0008911833	0.0002687337	0.8742814241711311	5	9
634	6	246	92.58197855949402	480.7890165448189	3.758679	10953	0.016784512	0.0046574282	0.8388333610456543	6	9
634	7	398	92.53102844953537	479.4752950668335	3.0680115	10852	0.04443103	0.0110628875	1.3147091067703514	7	9
634	8	884	93.15806512534618	480.22765351831913	4.5488133	10577	0.0069290623	0.0016159385	0.9793968717193947	8	9
635	0	635	434.5330171883106	230.41081735491753	3.635562	10953	0.023884041	0.006277472	0.0	0	4
635	1	1131	435.7944241911173	233.08850582689047	2.690731	11014	0.21416897	0.04677447	2.9599262118617893	1	4
635	2	1005	437.77973556518555	233.12880976498127	3.8714087	11101	0.002687419	0.00065511616	1.9857204383876472	2	4
635	3	780	440.2271053493023	233.07420207560062	6.3309855	11034	0.015296064	0.0039012711	2.447978933722089	3	4
636	0	636	268.8956579491496	370.90431356430054	2.9703324	11355	0.0029989951	0.0007764155	0.0	0	3
636	1	838	270.69972962141037	372.5905391275883	3.1314507	11237	0.014703762	0.003754128	2.4694192128795747	1	3
636	2	426	272.1952000707388	371.2498352378607	3.843271	11628	0.0013668011	0.00038805496	2.0084617956897386	2	3
637	0	637	208.43735468387604	392.95551377907395	3.1210597	11845	0.020743065	0.005214476	0.0	0	1
638	0	638	333.14449666440487	34.945932641625404	3.269692	11090	0.080050156	0.020813094	0.0	0	1
639	0	639	331.9329129382968	67.13041052222252	3.9335382	11573	0.010847665	0.0028757907	0.0	0	1
640	0	640	358.2917769551277	395.72223553061485	3.2021153	11197	0.049834035	0.012689072	0.0	0	7
640	1	260	357.42791455984116	395.0625269189477	3.1628442	11292	0.03183198	0.009260257	1.0869561584066028	1	7
640	2	554	358.37895914912224	395.7536893635988	2.8294191	11134	0.17392404	0.04391206	1.1756663368902522	2	7
640	3	961	356.8140955865383	395.6091018021107	3.2642906	10874	0.022225073	0.0051653264	1.5715290428241975	3	7
640	4	359	354.9864446138963	396.44601806998253	3.4319832	10960	0.03043431	0.007969108	2.0101584308774822	4	7
640	5	692	355.387927621603	396.7246864140034	2.9557567	10888	0.03190163	0.0074148946	0.488717353320443	5	7
640	6	566	357.1722185462713	397.325282394886	2.7588987	10956	0.10181075	0.023917621	1.8826602550927998	6	7
641	0	641	350.0814308077097	101.93634980916977	2.839099	11882	0.4206876	0.10623925	0.0	0	5
641	1	790	348.580407589674	102.92943815141916	2.5771954	11738	0.15683182	0.03564152	1.7998041995155725	1	5
641	2	572	347.63023775815964	103.43399906158447	3.6251948	11797	0.023829812	0.006127104	1.0758273192231504	2	5
641	3	735	346.69849756360054	103.41334694623947	2.882029	11607	0.27924803	0.067332484	0.9319690445638459	3	5
641	4	810	344.425116032362	103.69475996494293	4.116763	11058	0.032860354	0.006916857	2.290732824593989	4	5
642	0	642	244.31309834122658	295.81530433893204	3.1772425	11052	0.31095314	0.07950406	0.0	0	1
643	0	643	122.4858647286892	229.9903055820614	2.8618486	11352	0.18629265	0.046393756	0.0	0	1
644	0	644	331.13656800985336	81.0377084352076	2.9880114	11216	0.23401241	0.059566837	0.0	0	9
644	1	215	332.4501501917839	82.99515508441254	2.9191074	11497	0.009555594	0.0027409208	2.3573492599038115	1	9
644	2	254	335.15046855807304	82.97541529871523	3.3280895	11303	0.018005287	0.0052252826	2.700390515917618	2	9
644	3	137	334.2816811800003	83.35791966319084	3.696658	11546	0.00018694092	5.9823866e-05	0.9492634498080037	3	9
644	4	554	334.11554538458586	84.44232481718063	2.9208133	10967	0.0038116835	0.0009037957	1.09705771977486	4	9
644	5	361	333.9800830092281	84.01170618552715	3.2966034	11016	0.069579706	0.01817619	0.45142270774151944	5	9
644	6	901	333.1029239445925	85.1744489967823	3.958204	10792	0.0069503556	0.0016247982	1.4564954067205316	6	9
644	7	679	331.7187844514847	84.0006794759538	4.153729	10886	0.06392187	0.0156838	1.8148214855480065	7	9
644	8	654	332.0543415360153	86.62534064054489	3.0499225	10953	0.0037450814	0.000906627	2.6460243358463886	8	9
645	0	645	193.13404288887978	309.67490887641907	3.6816494	10824	0.018123012	0.004760561	0.0	0	4
645	1	1306	192.6315091252327	310.62131455540657	4.0390472	10478	0.0015341407	0.00034186948	1.0715520952455346	1	4
645	2	636	191.43800029158592	309.0353330038488	3.1597564	10821	0.0018206588	0.00048627116	1.9848931502412175	2	4
645	3	815	192.8636510372162	309.05375938117504	3.2785368	10650	0.021875229	0.005342116	1.4257698200963218	3	4
646	0	646	209.8910433202982	494.59767258167267	2.5685735	12528	0.20003647	0.04986578	0.0	0	3
646	1	435	209.11776946485043	494.17605625092983	4.596747	12497	0.007489103	0.0021483265	0.8807455852106838	1	3
646	2	300	210.1030074506998	494.9655960910022	2.9280715	12578	0.30853206	0.08585312	1.2625636806997438	2	3
647	0	647	226.89950611442327	388.3186151087284	2.8642097	11085	0.00329084	0.00083593116	0.0	0	9
647	1	555	227.44051891565323	389.21926149725914	3.5705059	11022	0.023528714	0.0062701977	1.0506468332737362	1	9
647	2	749	226.44937393069267	389.0231914501637	2.6216102	11010	0.055646397	0.013155468	1.010352336851091	2	9
647	3	588	226.58516773581505	387.5398993194103	3.6275556	11027	0.02277997	0.005752856	1.4894950495602761	3	9
647	4	794	225.03392626717687	388.35111486911774	3.7189834	10682	0.1187575	0.026897388	1.7505487031527693	4	9
647	5	409	225.96862936392426	389.3373469412327	4.4028788	10951	0.008616288	0.0022528805	1.35879489958467	5	9
647	6	422	225.59544843435287	389.4381521642208	3.515835	10921	0.0037768541	0.0010103027	0.38655620442240113	6	9
647	7	268	224.60408121347427	391.3670181930065	3.6239054	11096	0.012772269	0.0035939934	2.1687169302691625	7	9
647	8	535	224.32295483350754	390.4187385439873	3.7157483	10812	0.0016561965	0.00043362085	0.9890734726284277	8	9
648	0	648	427.8448121100664	251.66226914525032	2.9396448	11302	0.40970778	0.103550345	0.0	0	1
649	0	649	199.54423558712006	396.1311677098274	2.6417453	11898	0.026814796	0.007011583	0.0	0	1
650	0	650	334.3185923099518	208.85466641187668	3.137229	10862	0.027044576	0.0067849355	0.0	0	2
650	1	906	334.4982879757881	208.285558283329	2.982985	10757	0.0042267926	0.0010430821	0.5968036480278861	1	2
651	0	651	427.07115334272385	403.6280260384083	4.570144	10980	0.023076124	0.006111708	0.0	0	9
651	1	305	424.77915720641613	404.4710275530815	4.7739964	11208	0.0034543937	0.0010002209	2.4421093019336513	1	9
651	2	226	423.3386942744255	404.26663595438004	3.5779638	11289	0.013255816	0.0039852187	1.4548915368709685	2	9
651	3	238	420.83876855671406	404.2400798499584	3.5080776	11272	0.016523793	0.0048885555	2.500066763259964	3	9
651	4	131	419.93256966769695	406.1634049266577	3.7267573	11193	0.006634164	0.0019806148	2.126117536053931	4	9
651	5	62	418.8226305991411	406.47354635596275	3.6620197	11297	0.012886054	0.0040745065	1.152454963145191	5	9
651	6	276	417.83885008096695	405.22790248692036	3.786473	10944	0.011555674	0.0032227065	1.5872784117545202	6	9
651	7	227	417.4240067899227	408.178096935153	3.6419857	11084	0.02116166	0.005905235	2.9792183938924595	7	9
651	8	34	417.833678111434	405.6555837094784	3.6029036	11469	0.0011996501	0.0003925655	2.55556325794769	8	9
652	0	652	271.95052644237876	444.17141592502594	4.0562854	12203	0.016846575	0.0045277243	0.0	0	3
652	1	302	271.64940348267555	445.0129234548658	3.4818292	12543	0.0995934	0.028817682	0.8937616906299042	1	3
652	2	443	272.1683683693409	444.93054983764887	3.5815392	12200	0.124850065	0.033578094	0.5254616697771374	2	3
653	0	653	218.48922735452652	393.7074070572853	2.6670718	11701	0.016054455	0.0040274994	0.0	0	1
654	0	654	301.66249480843544	470.3059875369072	4.813527	11750	0.008251505	0.0022402902	0.0	0	3
654	1	208	301.5605584681034	468.49295684695244	3.1197991	12175	0.02323289	0.006567749	1.8158940773619239	1	3
654	2	461	300.36941319704056	468.79664301872253	3.5624635	12028	0.0062081628	0.0016845606	1.229248692372609	2	3
655	0	655	463.83064322173595	133.6845487654209	3.8532403	11038	0.010646197	0.0028155206	0.0	0	3
655	1	377	463.9950763499364	135.07848244160414	3.64328	11165	0.05007827	0.0142180165	1.4035987130399732	1	3
655	2	494	462.4508155286312	133.8047413378954	3.330433	11046	0.08151227	0.021798048	2.0017886710378363	2	3
656	0	656	304.994768507313	26.19443318247795	3.2362165	10771	0.00050310476	0.00013307724	0.0	0	4
656	1	1075	306.28724905848503	28.688732773065567	3.513015	10552	0.33288103	0.077420995	2.8092768505014862	1	4
656	2	1225	306.18068774044514	29.742207437753677	4.5510964	10434	0.047155313	0.01094697	1.0588504066402042	2	4
656	3	1129	306.1640825867653	31.064837515354156	3.2346318	10527	0.23263921	0.05243273	1.3227343094144723	3	4
657	0	657	160.75711783766747	364.89993200451136	3.03744	11125	0.021549653	0.0056435354	0.0	0	9
657	1	848	160.2090707719326	363.43148666620255	3.0365918	10925	0.10498586	0.02502771	1.567382307499186	1	9
657	2	515	158.61571702361107	363.00913704931736	2.923807	11077	0.17076524	0.04419019	1.6483796183444341	2	9
657	3	883	158.0557368248701	362.19466426968575	3.0690002	11041	0.15312049	0.036317136	0.988404639680942	3	9
657	4	635	157.82444688677788	364.48043635487556	2.6636984	10917	0.07264603	0.016355298	2.2974440278047523	4	9
657	5	636	158.4769103229046	364.6590811908245	3.1703827	10867	0.10959721	0.026156649	0.6764780209980936	5	9
657	6	619	155.87251509726048	363.5189765691757	2.568014	11089	0.47154242	0.10693796	2.8430112626689983	6	9
657	7	769	155.61898583173752	365.2418639212847	2.3458543	10829	0.9153064	0.19689348	1.7414413330725835	7	9
657	8	401	155.79086391627789	365.54474583268166	2.8872569	10955	0.026644565	0.006722442	0.3482521043680193	8	9
658	0	658	460.1414248496294	160.43367683887482	3.059535	12693	0.12158662	0.03067411	0.0	0	1
659	0	659	295.4148825109005	471.72440883517265	2.7377179	11935	0.09541081	0.023235306	0.0	0	9
659	1	60	295.72410410642624	471.38365840911865	2.7898524	12690	0.123224854	0.038509652	0.46014003085524785	1	9
659	2	111	295.46188086271286	472.1567658931017	2.73115	12540	0.025434004	0.0074087568	0.8163676937104704	2	9
659	3	203	295.0482767522335	472.2176225334406	3.179134	12430	0.0075543905	0.0022086806	0.41805728181525115	3	9
659	4	84	294.7403538823128	473.44549936056137	2.7354796	12167	0.0073157456	0.0020691853	1.2658980987427129	4	9
659	5	456	294.1513564288616	473.269089192152	2.7047794	11729	0.023662686	0.0056776255	0.6148483940697591	5	9
659	6	337	293.58385396003723	472.64167511463165	2.3190289	11792	0.48211804	0.11419472	0.8459949626283311	6	9
659	7	202	293.94179705902934	473.3620539903641	2.5257962	12064	0.039528944	0.0103122275	0.8044059837654013	7	9
659	8	701	293.2664147615433	473.0435630455613	2.5560231	11685	0.6815457	0.14824605	0.7467112759821654	8	9
660	0	660	268.3471739888191	329.0092792361975	2.9459038	11320	0.021567903	0.005428492	0.0	0	1
661	0	661	355.6350608766079	501.64327070116997	3.5869827	11105	0.005257315	0.0014195038	0.0	0	1
662	0	662	325.6025285124779	18.79851968586445	2.9279783	11431	0.073895395	0.01822661	0.0	0	5
662	1	470	326.27258121967316	18.327321887016296	3.657722	11575	0.03567552	0.009666767	0.8191446734607202	1	5
662	2	530	326.07499496638775	17.21525241434574	4.9936295	11625	0.0050482643	0.0014110565	1.1294860953252732	2	5
662	3	608	327.76944464445114	17.678555756807327	3.7192962	11835	0.10005172	0.026650531	1.756647289191889	3	5
662	4	247	329.7717559039593	16.116001784801483	3.81784	11258	0.010982586	0.0030413116	2.5398474945130634	4	5
663	0	663	458.347056388855	88.62292695045471	5.405914	11247	0.03688521	0.009718753	0.0	0	2
663	1	117	458.0491748303175	90.08053482323885	3.4409235	11654	0.020510059	0.0063677314	1.4877345642684445	1	2
664	0	664	433.18773098289967	143.09361155331135	4.0353026	11220	0.11821215	0.031042391	0.0	0	6
664	1	553	432.0624944716692	143.47863030433655	3.189984	11319	0.010811584	0.002817669	1.189284089209606	1	6
664	2	255	431.186088308692	143.87033213675022	2.7866886	11570	0.119520985	0.03330335	0.9599573365627665	2	6
664	3	797	431.2202345132828	144.11909643560648	2.37956	11162	0.15972537	0.035897765	0.25109687308567274	3	6
664	4	944	432.5600538253784	145.51154172420502	3.9118245	10641	0.0017788664	0.00039663847	1.9323611646906755	4	6
664	5	705	430.2969041466713	145.72315299510956	2.3472092	10863	0.10126323	0.022717891	2.2730212929504177	5	6
665	0	665	486.3176420927048	98.13258145749569	3.2497892	10697	0.008076785	0.0020820512	0.0	0	6
665	1	999	487.2685899436474	97.55066245794296	3.3845437	10524	0.05181119	0.0123001505	1.1148683945887148	1	6
665	2	768	486.12761029601097	98.78738221526146	3.356657	10662	0.024222579	0.0059901024	1.682649789606392	2	6
665	3	636	485.6776876747608	99.72778505086899	3.2107115	10695	0.010247724	0.0027218903	1.0424911790184552	3	6
665	4	651	483.47976517677307	100.85646951198578	3.1496196	10549	0.0009462915	0.00022621005	2.4707877124365014	4	6
665	5	598	483.0317707620561	101.56939443945885	3.4044518	10562	0.048180178	0.011835311	0.841998187545597	5	6
666	0	666	223.24642851948738	462.3767080903053	3.6992433	11258	0.056787685	0.014781195	0.0	0	3
666	1	855	222.7888135612011	461.34699016809464	3.078333	10953	0.074774586	0.018192371	1.1268231668586097	1	3
666	2	892	224.97634240798652	461.5281122326851	4.103885	11114	0.0035365669	0.00089782564	2.1950142728009503	2	3
667	0	667	125.14185638725758	351.51687920093536	2.7598007	11605	0.016457088	0.00428353	0.0	0	5
667	1	155	125.08562394231558	351.6477226316929	2.8622837	12093	0.031132609	0.009309379	0.1424152071815134	1	5
667	2	161	125.0749012157321	351.4501131772995	2.877971	12080	0.0018193113	0.0005521341	0.19790016000760616	2	5
667	3	545	125.42716833949089	352.1722136437893	3.1871138	11882	0.04419874	0.011127419	0.8034433459716172	3	5
667	4	26	123.55191001296043	353.3732041120529	3.0835714	12244	0.007375084	0.0022646808	2.226874917026525	4	5
668	0	668	254.4012125134468	349.9987308010459	3.5231483	11132	0.01962998	0.005060209	0.0	0	1
669	0	669	439.80207835137844	348.1809738576412	3.5971265	10706	0.20553993	0.05355074	0.0	0	2
669	1	617	439.65265530347824	348.4090395271778	3.4128923	10760	0.008449791	0.0021719886	0.2726558212563208	1	2
670	0	670	280.44700559973717	162.89328435063362	2.834472	11085	0.3295268	0.08228768	0.0	0	4
670	1	738	280.7428332865238	163.2595335841179	3.3055205	10991	0.2188326	0.054716244	0.47079987393515227	1	4
670	2	748	280.66228821873665	164.1444250792265	3.4080627	10859	0.4025599	0.101497605	0.8885496418661037	2	4
670	3	925	280.1616379469633	162.78540690243244	3.2705963	10863	0.0036158385	0.00089348044	1.4483028341763842	3	4
671	0	671	295.25411599874496	126.016407109797	3.134201	10824	0.005588	0.0014353784	0.0	0	1
672	0	672	166.9554740935564	239.4401096701622	4.5824156	10737	0.0030456532	0.0008088563	0.0	0	9
672	1	350	166.15318605303764	240.78946216404438	3.537366	11179	0.06311436	0.017894603	1.5698465697976631	1	9
672	2	436	166.41635552048683	240.52331602573395	3.4246378	11036	0.0032441062	0.0008677827	0.374288572541355	2	9
672	3	93	166.1885955631733	240.54727113246918	3.2359471	11607	0.00046939557	0.0001576843	0.22901625552383986	3	9
672	4	222	164.10403375327587	240.9845795687288	3.4616396	10930	0.007277921	0.0020277125	2.1299381699257514	4	9
672	5	312	163.024756366387	240.4986463189125	3.7031853	10937	0.046417642	0.012547001	1.183626123878093	5	9
